Name,ID,Nearest Town,County
Abita,16018400,Grand Marais,Cook
Ada,16051500,Tofte,Cook
Agnes,16035900,Lutsen,Cook
Alder,16011400,Grand Marais,Cook
Allen,16032000,Grand Marais,Cook
Alpha,16031100,Maple Hill,Cook
Alpine,16075900,Grand Marais,Cook
Alton,16062200,Tofte,Cook
Ambush,16061800,Tofte,Cook
Anderson,16046900,Lutsen,Cook
Anderson,16047000,Tofte,Cook
Aspen,16020400,Grand Marais,Cook
Assinika,16008800,Grand Marais,Cook
Axe,16040700,Lutsen,Cook
Babble,16025700,Lutsen,Cook
Baker,16048600,Lutsen,Cook
Ball Club,16018200,Grand Marais,Cook
Banadad,16035000,Maple Hill,Cook
Barker,16035800,Lutsen,Cook
Barto,16070100,Forest Center,Cook
Bat,16075200,Grand Marais,Cook
Bath,16016400,Grand Marais,Cook
Bean,16007200,Maple Hill,Cook
Bear Club,16020500,Grand Marais,Cook
Bearskin,16022800,Grand Marais,Cook
Beaver,16006700,Maple Hill,Cook
Bedew,16030000,Maple Hill,Cook
Bench,16006300,Grand Marais,Cook
Benson,16005200,Grand Marais,Cook
Beta,16031200,Maple Hill,Cook
Beth,16065900,Tofte,Cook
Big Snow,16064700,Sawbill Landing,Cook
Bigsby,16034400,Lutsen,Cook
Binagami,16009800,Grand Marais,Cook
Bingshick,16062700,Grand Marais,Cook
Birch,16024700,Grand Marais,Cook
Blue Snow,16053200,Prairie Portage,Cook
Blueberry,16015100,Grand Marais,Cook
Bogenho,16022802,,Cook
Bogus,16005000,Grand Marais,Cook
Bouder,16038300,Grand Marais,Cook
Bow,16021100,Maple Hill,Cook
Bower Trout,16017500,Maple Hill,Cook
Boys,16004400,Grand Marais,Cook
Bradley,16046500,Lutsen,Cook
Brandt,16060000,Prairie Portage,Cook
Brule,16034800,Grand Marais,Cook
Bulge,16036400,Lutsen,Cook
Bull,16027000,Lutsen,Cook
Burnt,16047700,Lutsen,Cook
Calf,16027400,Maple Hill,Cook
Cam,16039700,Lutsen,Cook
Canoe,16011200,Grand Marais,Cook
Caribou,16014100,Grand Marais,Cook
Caribou,16024000,Grand Marais,Cook
Caribou,16036000,Lutsen,Cook
Carl,16022100,Maple Hill,Cook
Carrot,16007100,Grand Marais,Cook
Cascade,16034600,Lutsen,Cook
Cash,16043800,Lutsen,Cook
Cave,16042500,Maple Hill,Cook
Cedar,16064400,Tofte,Cook
Celery,16007400,Maple Hill,Cook
Chaser,16067500,Forest Center,Cook
Cherokee,16052400,Tofte,Cook
Chester,16003300,Hovland,Cook
Christine,16037300,Lutsen,Cook
Chub,16059400,Prairie Portage,Cook
Circle,16011000,Maple Hill,Cook
Clam,16051800,Lutsen,Cook
Clara,16036500,Lutsen,Cook
Clearwater,16013900,Grand Marais,Cook
Cliff,16044600,Maple Hill,Cook
Clove,16058100,Prairie Portage,Cook
Copper,16053800,Forest Center,Cook
Cow,16027100,Maple Hill,Cook
Crab,16035700,Grand Marais,Cook
Crag,16062500,Prairie Portage,Cook
Crescent,16045400,Grand Marais,Cook
Crocodile,16011900,Grand Marais,Cook
Crooked,16072300,Grand Marais,Cook
Cross Bay,16052600,Lutsen,Cook
Crow,16028700,Grand Marais,Cook
Crystal,16009000,Maple Hill,Cook
Cucumber,16013000,Grand Marais,Cook
Daniels,16015000,Grand Marais,Cook
Davis,16043500,Lutsen,Cook
Dawkins,16045900,Maple Hill,Cook
Deer,16013600,Grand Marais,Cook
Deer Yard,16025300,Lutsen,Cook
Dent,16067700,Forest Center,Cook
Devil Track,16014300,Grand Marais,Cook
Devilfish,16002900,Hovland,Cook
Devils Elbow,16061600,Grand Marais,Cook
Dick,16015700,Grand Marais,Cook
Digit,16015200,Grand Marais,Cook
Dislocation,16016700,Grand Marais,Cook
Doe,16054800,Lutsen,Cook
Dogtrot,16036300,Lutsen,Cook
Dollar,16066600,Sawbill Landing,Cook
Dot,16020700,Maple Hill,Cook
Duck,16068700,Forest Center,Cook
Dugout,16017700,Maple Hill,Cook
Duke,16011100,Maple Hill,Cook
Duncan,16023200,Grand Marais,Cook
Dunn,16024500,Grand Marais,Cook
Dutchman,16000200,Grand Portage,Cook
Dyers,16063400,Schroeder,Cook
Eagle,16028800,Maple Hill,Cook
East Bearskin,16014600,Grand Marais,Cook
East Dawkins,16041800,Maple Hill,Cook
East Fox,16063600,Tofte,Cook
East Kerfoot,16058600,Prairie Portage,Cook
East Otter,16024600,Maple Hill,Cook
East Otto,16031700,Maple Hill,Cook
East Pike,16004200,Hovland,Cook
East Pipe,16038600,Lutsen,Cook
East Pope,16034200,Grand Marais,Cook
East Twin,16014500,Grand Marais,Cook
Echo,16026600,Maple Hill,Cook
Ecstasy,16072200,Tofte,Cook
Edith,16007800,Hovland,Cook
Edith,16060400,Prairie Portage,Cook
Eggers,16014400,Maple Hill,Cook
Elbow,16009600,Grand Marais,Cook
Elbow,16080500,Sawbill Landing,Cook
Elbow (Main Basin),16080501,,Cook
Ella,16065800,Forest Center,Cook
Elm,16072100,Tofte,Cook
Esther,16002300,Hovland,Cook
Everett,16059900,Prairie Portage,Cook
Extortion,16045000,Grand Marais,Cook
Fan,16008400,Hovland,Cook
Fault,16004000,Hovland,Cook
Fay,16078300,Grand Marais,Cook
Feather,16090500,Tofte,Cook
Fente,16074100,Forest Center,Cook
Fern,16071600,Prairie Portage,Cook
Finger,16064600,Tofte,Cook
Finn,16035100,Maple Hill,Cook
Flag,16021200,Maple Hill,Cook
Flame,16049400,Lutsen,Cook
Fleck,16038500,Lutsen,Cook
Flour,16014700,Grand Marais,Cook
Flying,16060200,Prairie Portage,Cook
Four Mile,16063900,Tofte,Cook
Fox,16063700,Tofte,Cook
Frear,16080600,Sawbill Landing,Cook
Frederick,16069200,Forest Center,Cook
French,16075500,Grand Marais,Cook
Frost,16057100,Tofte,Cook
Gabimichigami,16081100,Tofte,Cook
Gadwell,16006000,Grand Marais,Cook
Gaiter,16060300,Prairie Portage,Cook
Gasket,16090900,,Cook
Gaskin,16031900,Maple Hill,Cook
Gillis,16075300,Grand Marais,Cook
Glee,16078200,Prairie Portage,Cook
Glenn,16020900,Maple Hill,Cook
Globe,16017200,Maple Hill,Cook
Glossy Squat,16078100,Prairie Portage,Cook
Gneiss,16061700,Grand Marais,Cook
Gogebic,16008700,Grand Marais,Cook
Gordon,16056900,Grand Marais,Cook
Grace,16065700,Forest Center,Cook
Grade,16090700,Grand Marais,Cook
Grandpa,16079800,Schroeder,Cook
Granite,16058000,Prairie Portage,Cook
Granite Bay,16090000,Prairie Portage,Cook
Green,16062800,Tofte,Cook
Greenwood,16007700,Grand Marais,Cook
Gulf,16063100,Prairie Portage,Cook
Gull,16063200,Grand Marais,Cook
Gull (Main Basin),16063201,,Cook
Gump,16080300,Prairie Portage,Cook
Gunflint,16035600,Grand Marais,Cook
Gust,16038000,Grand Marais,Cook
Ham,16060800,Grand Marais,Cook
Hand,16023800,Grand Marais,Cook
Handle,16052200,Lutsen,Cook
Helen,16021900,Maple Hill,Cook
Henson,16031400,Grand Marais,Cook
Highlander,16003000,Hovland,Cook
Hilly,16037700,Lutsen,Cook
Hoat,16033400,Maple Hill,Cook
Hog,16065300,Tofte,Cook
Holly,16036600,Lutsen,Cook
Homer,16040600,Lutsen,Cook
Honker,16060100,Prairie Portage,Cook
Horseshoe,16024100,Maple Hill,Cook
Howard,16078900,Tofte,Cook
Howl,16053500,Forest Center,Cook
Hub,16074800,Schroeder,Cook
Hubbub,16053700,Forest Center,Cook
Hug,16067400,Forest Center,Cook
Hungry Jack,16022700,Grand Marais,Cook
Iowa,16046700,Lutsen,Cook
Iron,16032800,Grand Marais,Cook
Ivory,16011600,Maple Hill,Cook
Jack,16052100,Lutsen,Cook
Jackal,16022200,Maple Hill,Cook
Jackson,16001200,Hovland,Cook
Jasper,16076800,Grand Marais,Cook
Java,16051600,Lutsen,Cook
Jerry,16072500,Prairie Portage,Cook
Jim,16013500,Grand Marais,Cook
Jimmy,16076300,Grand Marais,Cook
Jock Mock,16038100,Lutsen,Cook
John,16003500,Hovland,Cook
Jump,16091000,,Cook
Junco,16015900,Maple Hill,Cook
Juno,16040200,Lutsen,Cook
Karl,16046100,Grand Marais,Cook
Kelly,16047600,Tofte,Cook
Kelso,16070600,Forest Center,Cook
Kemo,16018800,Grand Marais,Cook
Kimball,16004500,Grand Marais,Cook
Kindle,16008100,Grand Marais,Cook
Kingfisher,16081200,Prairie Portage,Cook
Kinogami,16037800,Lutsen,Cook
Kiowa,16006600,Maple Hill,Cook
Kiskadinna,16042800,Grand Marais,Cook
Knight,16080700,Tofte,Cook
Kraut,16012300,Grand Marais,Cook
Kroft,16016800,Maple Hill,Cook
Lac,16023600,Maple Hill,Cook
Lace,16020100,Maple Hill,Cook
Lantern,16019500,Maple Hill,Cook
Larch,16058200,Grand Marais,Cook
Larry,16080100,Prairie Portage,Cook
Leo,16019800,Grand Marais,Cook
Lichen,16038200,Lutsen,Cook
Lily,16040000,Maple Hill,Cook
Lima,16022600,Grand Marais,Cook
Little Caribou,16014200,Grand Marais,Cook
Little Cascade,16034700,Lutsen,Cook
Little Gunflint,16033000,Maple Hill,Cook
Little Iron,16035500,Grand Marais,Cook
Little Jim,16013400,Maple Hill,Cook
Little John,16002600,Hovland,Cook
Little Mayhew,16033900,Grand Marais,Cook
Little North,16032900,Maple Hill,Cook
Little Rush,16030100,Maple Hill,Cook
Little Saganaga,16080900,Tofte,Cook
Little Snow,16065100,Tofte,Cook
Little Trout,16017000,Grand Marais,Cook
Lizz,16019900,Grand Marais,Cook
Locket,16014900,Maple Hill,Cook
Loft,16003100,Hovland,Cook
Logger,16010300,Maple Hill,Cook
Lone,16079500,Prairie Portage,Cook
Long,16003800,Hovland,Cook
Long Island,16046000,Grand Marais,Cook
Loon,16044800,Grand Marais,Cook
Lost,16002200,Hovland,Cook
Lower Cone,16039300,Maple Hill,Cook
Lower George,16054600,Maple Hill,Cook
Lujenida,16070500,Forest Center,Cook
Lum,16030300,Maple Hill,Cook
Lux,16022300,Maple Hill,Cook
Magnetic,16046300,Maple Hill,Cook
Manymoon,16047300,Lutsen,Cook
Marabaeuf,16061000,Grand Marais,Cook
Margaret,16089600,Hovland,Cook
Mark,16025000,Grand Marais,Cook
Marsh,16004800,Covill,Cook
Marsh,16048800,Tofte,Cook
Marshall,16017600,Maple Hill,Cook
Mash,16034000,Maple Hill,Cook
Mavis,16052800,Grand Marais,Cook
Mayhew,16033700,Grand Marais,Cook
McDonald,16023500,Grand Marais,Cook
McFarland,16002700,Hovland,Cook
Meditation,16058300,Tofte,Cook
Meeds,16030700,Grand Marais,Cook
Merganser,16010700,Maple Hill,Cook
Mesaba,16067300,Tofte,Cook
Mid Cone,16039100,Lutsen,Cook
Midget,16048400,Lutsen,Cook
Mine,16059700,Grand Marais,Cook
Mink,16004600,Grand Marais,Cook
Misplaced,16030200,Maple Hill,Cook
Misquah,16022500,Grand Marais,Cook
Missing Link,16052900,Grand Marais,Cook
Missouri,16047400,Lutsen,Cook
Mistletoe,16036800,Lutsen,Cook
Mit,16019300,Grand Marais,Cook
Monker,16009400,Grand Marais,Cook
Moon,16011700,Grand Marais,Cook
Moore,16048900,Lutsen,Cook
Moose,16004300,Hovland,Cook
Moosehorn,16001500,Hovland,Cook
Mora,16073200,Tofte,Cook
Morgan,16022000,Maple Hill,Cook
Morris,16060900,Grand Marais,Cook
Moses,16018900,Maple Hill,Cook
Moss,16023400,Grand Marais,Cook
Mountain,16009300,Grand Marais,Cook
Mucker,16088600,Maple Hill,Cook
Muckwa,16010500,Grand Marais,Cook
Mulligan,16038900,Lutsen,Cook
Muma,16010600,Maple Hill,Cook
Mush,16010900,Maple Hill,Cook
Muskeg,16042700,Maple Hill,Cook
Musquash,16010400,Grand Marais,Cook
Night Hawk,16021400,Maple Hill,Cook
North,16033100,Grand Marais,Cook
North Branch,16028900,Maple Hill,Cook
North Fowl,16003600,Hovland,Cook
North Kerfoot,16058500,Prairie Portage,Cook
North Shady,16007600,Grand Marais,Cook
North Temperance,16045600,Lutsen,Cook
North Wigwam,16080400,Sawbill Landing,Cook
Northern Light,16008900,Grand Marais,Cook
Oberg,16046600,Tofte,Cook
Olga,16002400,Hovland,Cook
Olson,16015800,Grand Marais,Cook
Omega,16035300,Maple Hill,Cook
Onagon,16061900,Prairie Portage,Cook
One Island,16029800,Maple Hill,Cook
Onion,16013100,Maple Hill,Cook
Osprey,16019000,Maple Hill,Cook
Otter,16003200,Hovland,Cook
Owl,16072600,Tofte,Cook
Paddle,16011300,Maple Hill,Cook
Pagoda,16049300,Lutsen,Cook
Paine,16005700,Covill,Cook
Pancake,16064100,Tofte,Cook
Pancore,16047500,Tofte,Cook
Parsnip,16012000,Maple Hill,Cook
Partridge,16023300,Grand Marais,Cook
Paulson,16062600,Grand Marais,Cook
Peanut,16013300,Grand Marais,Cook
Pemmican,16008500,Grand Marais,Cook
Pendant,16016300,Maple Hill,Cook
Peter,16075700,Tofte,Cook
Peterson,16047800,Tofte,Cook
Phalanx,16035200,Maple Hill,Cook
Phoebe,16080800,Forest Center,Cook
Pickerel,16009700,Grand Marais,Cook
Pie,16069300,Forest Center,Cook
Pierz,16009100,Grand Marais,Cook
Pike,16025200,Grand Marais,Cook
Pillsbery,16031800,Maple Hill,Cook
Pine,16004100,Hovland,Cook
Pine,16019400,Grand Marais,Cook
Pine Mountain,16010800,Grand Marais,Cook
Pipe,16037500,Lutsen,Cook
Pit,16015500,Grand Marais,Cook
Pocket,16016200,Maple Hill,Cook
Poet,16066000,Forest Center,Cook
Poplar,16023900,Grand Marais,Cook
Portage,16032700,Grand Marais,Cook
Potato,16007500,Maple Hill,Cook
Powell,16075600,Tofte,Cook
Powers,16001800,Hovland,Cook
Prayer,16061500,Prairie Portage,Cook
Prout,16001300,Red Rock,Cook
Prune,16030800,Grand Marais,Cook
Puddle,16005400,Covill,Cook
Quiver,16021000,Grand Marais,Cook
Ram,16017400,Grand Marais,Cook
Rat,16022900,Maple Hill,Cook
Rattle,16072000,Grand Marais,Cook
Ray,16076900,Schroeder,Cook
Red Rock,16079300,Tofte,Cook
Redcoat,16005800,Covill,Cook
Retreat,16065200,Sawbill Landing,Cook
Reward,16061200,Prairie Portage,Cook
Rib,16054400,Maple Hill,Cook
Rice,16045300,Lutsen,Cook
Richey,16064300,Tofte,Cook
Road,16020000,Grand Marais,Cook
Rock,16053400,Prairie Portage,Cook
Rocky,16011500,Maple Hill,Cook
Rog,16076500,Tofte,Cook
Romance,16063000,Prairie Portage,Cook
Ron,16060500,Prairie Portage,Cook
Rose,16023000,Maple Hill,Cook
Ross,16042400,Maple Hill,Cook
Round,16060600,Grand Marais,Cook
Rove,16013700,Maple Hill,Cook
Roy,16079700,Prairie Portage,Cook
Royal,16002500,Hovland,Cook
Ruby,16011800,Maple Hill,Cook
Rudy,16014800,Maple Hill,Cook
Rum,16016900,Maple Hill,Cook
Rush,16029900,Maple Hill,Cook
Saganaga,16063300,Grand Marais,Cook
Saganaga (Area 1),16063301,,Cook
Saganaga (Area 3),16063303,,Cook
Saganaga (Area 5),16063305,,Cook
Saganaga (Area 6),16063306,,Cook
Saganaga (Area 7),16063307,,Cook
Saganaga (Area 8),16063308,,Cook
Saganaga (Areas 2 and 4),16063302,,Cook
Sawbill,16049600,Tofte,Cook
Scabbard,16004700,Covill,Cook
Sea Gull,16062900,Grand Marais,Cook
Seahorse,16078600,Prairie Portage,Cook
Sebeka,16042300,Maple Hill,Cook
Section Ten,16005500,Covill,Cook
Shadow,16061100,Prairie Portage,Cook
Shoe,16008000,Grand Marais,Cook
Shoko,16020800,Grand Marais,Cook
Shrike,16025800,Maple Hill,Cook
Silver,16045200,Lutsen,Cook
Sitka,16051300,Lutsen,Cook
Skidway,16017800,Maple Hill,Cook
Skipper,16030400,Maple Hill,Cook
Skoop,16051400,Lutsen,Cook
Slip,16036200,Lutsen,Cook
Slough,16017100,Maple Hill,Cook
Smoke,16049500,Lutsen,Cook
Snipe,16052700,Lutsen,Cook
Sober,16049100,Lutsen,Cook
Sock,16033500,Grand Marais,Cook
South,16024400,Maple Hill,Cook
South Bean,16007300,Maple Hill,Cook
South Fowl,16003400,Hovland,Cook
South Otto,16032300,Maple Hill,Cook
South Temperance,16045700,Lutsen,Cook
Spark,16008200,Maple Hill,Cook
Spaulding,16006200,Grand Marais,Cook
Speckled Trout,16000500,Red Rock,Cook
Spen,16019700,Maple Hill,Cook
Squash,16009200,Maple Hill,Cook
Squint,16020200,Grand Marais,Cook
Squire,16040800,Lutsen,Cook
Star,16040500,Lutsen,Cook
State,16029300,Maple Hill,Cook
Stem,16045500,Lutsen,Cook
Stevens,16001400,Hovland,Cook
Stony,16089800,Grand Marais,Cook
Strobus,16037000,Lutsen,Cook
Stump,16003900,Hovland,Cook
Sunfish,16007900,Grand Marais,Cook
Sunhigh,16066300,Forest Center,Cook
Superior,16000100,Grand Marais,Cook
Surber,16034300,Grand Marais,Cook
Swamp,16021500,Grand Marais,Cook
Swamp,16025600,Maple Hill,Cook
Swamp River Reservoir,16090100,Hovland,Cook
Swamper,16012800,Grand Marais,Cook
Swan,16026800,Grand Marais,Cook
Table,16006400,Maple Hill,Cook
Tail,16065500,Tofte,Cook
Tait,16038400,Lutsen,Cook
Talus,16018700,Grand Marais,Cook
Tarry,16073100,Prairie Portage,Cook
Temperance River,16049200,Lutsen,Cook
Tenor,16061300,Prairie Portage,Cook
Tepee,16062100,Prairie Portage,Cook
Thompson,16016000,Grand Marais,Cook
Thrasher,16019200,Grand Marais,Cook
Thrush,16019100,Grand Marais,Cook
Timber,16065400,Sawbill Landing,Cook
Tobacco,16037600,Lutsen,Cook
Tom,16001900,Hovland,Cook
Tomash,16034500,Lutsen,Cook
Tomato,16007000,Grand Marais,Cook
Toohey,16064500,Schroeder,Cook
Topper,16033600,Grand Marais,Cook
Tote,16026900,Maple Hill,Cook
Town,16045800,Lutsen,Cook
Track,16015400,Maple Hill,Cook
Trap,16012700,Maple Hill,Cook
Trip,16045100,Lutsen,Cook
Trout,16004900,Grand Marais,Cook
Tucker,16041700,Grand Marais,Cook
Turnip,16013200,Grand Marais,Cook
Turtle,16025100,Lutsen,Cook
Tuscarora,16062300,Grand Marais,Cook
Twelve,16010200,Maple Hill,Cook
Two Island,16015600,Grand Marais,Cook
Unload,16057000,Lutsen,Cook
Unnamed,16000400,Red Rock,Cook
Unnamed,16001100,Red Rock,Cook
Unnamed,16001600,Hovland,Cook
Unnamed,16002000,Hovland,Cook
Unnamed,16009500,Maple Hill,Cook
Unnamed,16015300,Grand Marais,Cook
Unnamed,16020600,Maple Hill,Cook
Unnamed,16023100,Maple Hill,Cook
Unnamed,16029700,Grand Marais,Cook
Unnamed,16038800,Maple Hill,Cook
Unnamed,16039900,Maple Hill,Cook
Unnamed,16060700,Prairie Portage,Cook
Unnamed,16078800,Prairie Portage,Cook
Unnamed,16079600,Prairie Portage,Cook
Unnamed,16081400,Covill,Cook
Unnamed,16081600,Hovland,Cook
Unnamed,16083700,Lutsen,Cook
Unnamed,16084000,Prairie Portage,Cook
Unnamed,16089900,Maple Hill,Cook
Unnamed,16090300,Hovland,Cook
Unnamed,16091100,Grand Marais,Cook
Unnamed,16091200,,Cook
Upper Cone,16041200,Lutsen,Cook
Vale,16006100,Grand Marais,Cook
Vaseux,16008300,Hovland,Cook
Vern,16040900,Lutsen,Cook
Vernon,16026700,Grand Marais,Cook
Vesper,16041400,Lutsen,Cook
Virgin,16071900,Prairie Portage,Cook
Vista,16022400,Grand Marais,Cook
Vyre,16066700,Sawbill Landing,Cook
Waffle,16064000,Schroeder,Cook
Wampus,16019600,Grand Marais,Cook
Wanihigan,16034900,Maple Hill,Cook
Ward,16024800,Lutsen,Cook
Watap,16013800,Maple Hill,Cook
Weasel,16089700,Grand Marais,Cook
Wee,16048300,Tofte,Cook
Weird,16052000,Lutsen,Cook
Wench,16039800,Lutsen,Cook
West Fern,16071800,Tofte,Cook
West Kerfoot,16058700,Prairie Portage,Cook
West Otto,16031500,Maple Hill,Cook
West Pike,16008600,Grand Marais,Cook
West Pipe,16038700,Lutsen,Cook
West Pope,16034100,Grand Marais,Cook
West Twin,16018600,Grand Marais,Cook
Whack,16041000,Lutsen,Cook
Whale,16029100,Maple Hill,Cook
Whip,16040300,Lutsen,Cook
Whipped,16073900,Forest Center,Cook
Whisker,16033800,Maple Hill,Cook
White Pine,16036900,Lutsen,Cook
Williams,16036100,Lutsen,Cook
Wills,16037400,Lutsen,Cook
Winchell,16035400,Grand Marais,Cook
Wine,16068600,Tofte,Cook
Wonder,16066400,Lutsen,Cook
Woodpecker,16005300,Maple Hill,Cook
Wringer,16064200,Tofte,Cook
Zenith,16068900,Forest Center,Cook
Zephyr,16081300,Prairie Portage,Cook
Zoo,16025900,Maple Hill,Cook
Ace,69001300,Rollins,St. Louis
Aerie,69070100,Alborn,St. Louis
Agassa,69017600,Ely,St. Louis
Agnes,69022300,Crane Lake,St. Louis
Agnes,69083000,Ray,St. Louis
Albany Pit,69130900,Lavinia (St. Louis),St. Louis
Alden,69013100,Duluth,St. Louis
Alruss,69000500,Ely,St. Louis
American,69014200,Brimson,St. Louis
Amundsen,69081700,Kettle Falls,St. Louis
Anchor,69064100,Peary,St. Louis
Andy,69061800,Grand Lake,St. Louis
Angleworm,69009600,Winton,St. Louis
Anne,69054100,Whiteface,St. Louis
Antoinette,69022500,Arnold,St. Louis
Apple,69039200,Fredenberg,St. Louis
Argo,69005300,Babbitt,St. Louis
Armstrong,69027800,Ely,St. Louis
Arthur,69015400,Babbitt,St. Louis
Artichoke,69062300,Alborn,St. Louis
Ash,69086400,International Falls,St. Louis
Astrid,69058900,Buyck,St. Louis
Auto,69073100,Virginia,St. Louis
Balkan,69086000,Side Lake,St. Louis
Ban,69074200,Orr,St. Louis
Barrs,69013200,Duluth,St. Louis
Bass,69006300,Ely,St. Louis
Bass,69044600,Soudan,St. Louis
Bass,69054300,Whiteface,St. Louis
Bass,69055300,Biwabik,St. Louis
Bass,69140000,Tower,St. Louis
Bassett,69004100,Fairbanks,St. Louis
Bathtub,69092700,Side Lake,St. Louis
Battle,69030000,Ely,St. Louis
Bear,69011200,Rollins,St. Louis
Bear,69053900,Whiteface,St. Louis
Bear Head,69025400,Tower,St. Louis
Bear Island,69011500,Babbitt,St. Louis
Bear Trap,69008900,Winton,St. Louis
Beartrack,69048000,Crane Lake,St. Louis
Beast,69083700,International Falls,St. Louis
Beaver,69021600,McComber,St. Louis
Beaver,69050100,Saginaw,St. Louis
Beaver,69050700,Harnell Park,St. Louis
Beaver,69079100,Idington,St. Louis
Bell,69080500,Cusson,St. Louis
Berg,69053800,Melrude,St. Louis
Bergen,69051500,Fredenberg,St. Louis
Bibon,69020700,Winton,St. Louis
Big,69005000,Hoyt Lakes,St. Louis
Big,69019000,Ely,St. Louis
Big Bear,69011300,Rollins,St. Louis
Big Moose,69031600,Ely,St. Louis
Big Rice,69017800,Burntside Lake,St. Louis
Big Rice,69066900,Britt,St. Louis
Big Rosendahl,69073900,Angora,St. Louis
Big Ruby,69033300,Crane Lake,St. Louis
Birch,69000300,Babbitt,St. Louis
Bird,69098700,Allen,St. Louis
Black,69056900,Belgrade (St. Louis),St. Louis
Black,69074000,Wakemup,St. Louis
Black Duck,69084200,Ash Lake,St. Louis
Blackwood,69085000,Gowan,St. Louis
Blueberry,69005400,Rothman,St. Louis
Blueberry,69021500,Babbitt,St. Louis
Bluebill,69071300,Zim,St. Louis
Bog,69081100,Cusson,St. Louis
Boot,69010000,Winton,St. Louis
Boot,69086800,International Falls,St. Louis
Bootleg,69045200,Burntside Lake,St. Louis
Bottle,69106400,Winton,St. Louis
Boulder,69030200,Burntside Lake,St. Louis
Boulder,69037300,Duluth,St. Louis
Breda,69003700,Hornby,St. Louis
Briar,69012800,Palmers,St. Louis
Brown,69003100,Rollins,St. Louis
Brown,69083900,International Falls,St. Louis
Buck,69038100,Burntside Lake,St. Louis
Buhl Detention,69146900,,St. Louis
Burns Pit,69137800,Genoa (St. Louis),St. Louis
Burntside,69011800,Ely,St. Louis
Butterball,69004400,Reno (St. Louis),St. Louis
Buzz,69001000,Rollins,St. Louis
Cadotte,69011400,Fairbanks,St. Louis
Cameron,69023700,Duluth,St. Louis
Cameron,69054500,Cotton,St. Louis
Camp,69026500,Tower,St. Louis
Camp A,69078800,Buhl,St. Louis
Canton Pit,69129400,Belgrade (St. Louis),St. Louis
Carey,69085600,Hibbing,St. Louis
Caribou,69048900,Duluth,St. Louis
Carmi-Carson Pit,69131300,Leetonia,St. Louis
Cedar,69043100,Aurora,St. Louis
Cedar,69055900,Makinen,St. Louis
Cedar Island,69056800,Biwabik,St. Louis
Cedar Island (N.Portion),69056801,,St. Louis
Cedar Island (S.Portion),69056802,,St. Louis
Cell 2E,69144100,,St. Louis
Central,69063700,Central Lakes,St. Louis
Chad,69045000,Burntside Lake,St. Louis
Chant,69017200,Ely,St. Louis
Chase,69036100,Crane Lake,St. Louis
Chub,69081500,Ash Lake,St. Louis
Clark,69030700,Ely,St. Louis
Clear,69027700,Ely,St. Louis
Clear,69074700,Buyck,St. Louis
Clear,69079900,Buhl,St. Louis
Clear (Threemile),69078400,Grant (St. Louis),St. Louis
Clearwater,69039700,Duluth,St. Louis
Clearwater,69091800,Side Lake,St. Louis
Coe,69056200,Makinen,St. Louis
Colby,69024900,Hoyt Lakes,St. Louis
Cold,69015500,Rothman,St. Louis
Comstock,69041200,Whiteface,St. Louis
Coo,69017300,Burntside Lake,St. Louis
Cooks,69039300,Taft,St. Louis
Coon,69088500,Bengal,St. Louis
Coon's Gravel Pit,69050110,Simar,St. Louis
Coxey Pond,69018600,Burntside Lake,St. Louis
Crab,69022000,Ely,St. Louis
Cranberry,69014700,Skibo,St. Louis
Crane,69061600,Crane Lake,St. Louis
Crellin,69045900,Buyck,St. Louis
Crooked,69070300,Brookston,St. Louis
Cruiser,69083200,Ray,St. Louis
Crystal,69064500,Melrude,St. Louis
Cub,69131800,Ely,St. Louis
Cummings,69022100,Burntside Lake,St. Louis
Cummings,69032500,Burntside Lake,St. Louis
Dark,69020200,Winton,St. Louis
Dark,69079000,Buhl,St. Louis
Day,69090600,Lavinia (St. Louis),St. Louis
Deep,69066600,Gilbert,St. Louis
Deep Pond,69130800,,St. Louis
Deepwater,69039900,Fredenberg,St. Louis
Deepwater,69085800,Chisholm,St. Louis
Dent,69024700,Markham,St. Louis
Dewey,69091200,Side Lake,St. Louis
Dinham,69054400,Melrude,St. Louis
Dodo,69052300,Shaw,St. Louis
Doherty,69076300,Sherwood,St. Louis
Dollar,69053400,Melrude,St. Louis
Dollar,69091600,Chisholm,St. Louis
Donna,69094100,Wales,St. Louis
Douglas Pit,69142903,,St. Louis
Dovre,69060400,Crane Lake,St. Louis
Dry,69006400,Ely,St. Louis
Duck,69019100,Burntside Lake,St. Louis
Dugout,69045100,Soudan,St. Louis
Duluth/Superior Harbor,69129101,,St. Louis
Duncan Pit,69130500,,St. Louis
Eagle,69023800,Arnold,St. Louis
Eagles Nest,69028500,,St. Louis
Eagles Nest #1,69028501,Ely,St. Louis
