X,Y,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type
-91.3283634834398,48.0708852419221,Portage 80,,Portage 80 - Rods: 9 Feet: 138,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=80&elat=48.0707039483&elon=-91.3285803761,Portage Link,,,,,,
-90.3177144405222,48.0505961356077,Portage 81,,Portage 81 - Rods: 52 Feet: 966,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=81&elat=48.0515414131&elon=-90.3193718281,Portage Link,,,,,,
-90.4130445490926,48.053588927823,Portage 82,,Portage 82 - Rods: 115 Feet: 2328,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=82&elat=48.0552604297&elon=-90.4160464271,Portage Link,,,,,,
-91.3016063709725,48.0665293591981,Portage 83,,Portage 83 - Rods: 31 Feet: 651,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=83&elat=48.0663775823&elon=-91.303208342,Portage Link,,,,,,
-90.3549340652594,48.0503236109082,Portage 84,,Portage 84 - Rods: 72 Feet: 1413,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=84&elat=48.0516792005&elon=-90.3547983349,Portage Link,,,,,,
-90.5851159827099,48.0563198560717,Portage 85,,Portage 85 - Rods: 134 Feet: 2674,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=85&elat=48.0597052716&elon=-90.5842575093,Portage Link,,,,,,
-90.8379940630051,48.0581625430305,Portage 86,,Portage 86 - Rods: 109 Feet: 2200,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=86&elat=48.0595651762&elon=-90.84104879,Portage Link,,,,,,
-90.3973096724141,48.0467772364308,Portage 87,,Portage 87 - Rods: 89 Feet: 1757,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=87&elat=48.0489870215&elon=-90.3972448146,Portage Link,,,,,,
-90.581197542518,48.0452463283285,Portage 88,,Portage 88 - Rods: 12 Feet: 237,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=88&elat=48.0453052732&elon=-90.5819641345,Portage Link,,,,,,
-91.2907789191153,48.0577041732685,Portage 89,,Portage 89 - Rods: 68 Feet: 1342,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=89&elat=48.0567584504&elon=-91.2910161562,Portage Link,,,,,,
